cpf,idade,renda_anual,sexo
863.709.415-57,25,399516,Feminino
869.341.072-50,44,176712,Masculino
189.032.564-33,41,461719,Feminino
620.918.753-68,34,243091,Masculino
425.680.179-02,40,433632,Masculino
625.740.198-49,52,405785,Feminino
530.687.941-10,35,435625,Feminino
405.719.826-11,41,90301,Masculino
923.570.861-30,29,313055,Masculino
415.203.687-71,34,453833,Masculino
591.403.672-07,30,97992,Feminino
240.759.368-56,51,396978,Masculino
476.982.350-92,31,490238,Masculino
392.607.815-40,33,456147,Feminino
142.653.078-17,33,229968,Feminino
560.387.294-29,34,428528,Masculino
627.509.348-00,25,415763,Feminino
089.721.463-31,35,115339,Masculino
730.614.852-44,30,309735,Masculino
397.124.865-91,27,152471,Masculino
187.362.095-03,40,299080,Masculino
452.087.163-80,39,331549,Masculino
174.239.065-06,48,415781,Masculino
149.672.508-58,34,244070,Masculino
914.735.806-84,39,284957,Feminino
894.036.715-48,39,272065,Feminino
920.731.865-21,29,297757,Masculino
542.176.098-76,29,317805,Masculino
641.938.572-55,47,107665,Feminino
301.984.257-32,25,317952,Masculino
659.471.082-67,27,172733,Masculino
716.038.954-93,47,200151,Feminino
243.785.961-64,37,317961,Masculino
547.638.210-08,29,99415,Masculino
859.627.130-95,35,418393,Feminino
247.186.350-71,28,456285,Masculino
147.059.268-11,32,328658,Masculino
423.180.796-50,48,108479,Masculino
514.236.087-71,27,171170,Feminino
780.613.492-13,26,222422,Feminino
739.824.650-10,26,394950,Masculino
635.104.872-90,41,495554,Feminino
093.278.146-22,47,401848,Masculino
508.461.379-84,40,333548,Masculino
137.095.628-21,40,197753,Masculino
812.509.437-79,34,403423,Feminino
705.349.268-00,34,352342,Feminino
648.372.915-46,28,182528,Feminino
781.940.652-67,35,205395,Masculino
821.097.563-30,27,113783,Masculino
106.793.524-06,37,342105,Masculino
048.731.695-93,32,373920,Masculino
280.759.634-74,34,349023,Masculino
780.125.463-53,30,404801,Masculino
948.765.310-48,34,260279,Masculino
852.079.641-94,32,445984,Feminino
158.720.436-35,34,169629,Masculino
308.947.561-84,37,107838,Masculino
130.249.786-31,28,214179,Masculino
840.561.279-30,41,495003,Masculino
539.648.270-29,36,311240,Feminino
539.804.761-20,44,449782,Masculino
756.921.830-21,28,476115,Masculino
290.681.473-31,36,174144,Feminino
076.931.425-25,33,171217,Feminino
531.409.827-04,33,126149,Masculino
765.890.324-83,30,170933,Masculino
178.620.539-40,40,180964,Masculino
706.159.483-75,46,185678,Masculino
065.132.948-51,26,202024,Masculino
750.689.431-93,55,300440,Masculino
460.781.529-20,27,134318,Masculino
834.196.720-04,25,286944,Masculino
042.978.315-97,39,461759,Feminino
704.862.519-85,27,120055,Masculino
391.760.854-57,36,126625,Masculino
420.891.536-60,26,155918,Masculino
849.623.715-09,26,469691,Masculino
516.380.429-42,49,289070,Masculino
247.591.368-19,47,317584,Masculino
596.243.780-29,30,301073,Masculino
516.740.893-84,42,129635,Masculino
789.342.160-69,40,392204,Masculino
280.935.164-33,29,275517,Masculino
017.469.832-13,53,281390,Masculino
789.126.450-30,43,487009,Masculino
235.978.601-68,40,448858,Masculino
018.523.967-68,33,428711,Feminino
402.873.561-08,34,154595,Masculino
302.458.617-26,41,446946,Masculino
306.192.487-69,36,233407,Masculino
791.435.062-16,27,264462,Masculino
739.628.450-38,28,150678,Feminino
783.962.405-74,39,358914,Masculino
168.207.954-67,36,293676,Masculino
031.847.952-41,35,385082,Masculino
197.846.520-30,39,354196,Masculino
287.609.451-76,30,161334,Masculino
624.518.907-11,39,455128,Masculino
431.297.805-05,46,247327,Masculino
830.457.162-53,41,349231,Masculino
948.132.056-15,27,374871,Masculino
365.741.280-80,28,117213,Masculino
153.906.248-15,26,483667,Masculino
268.719.504-94,36,141719,Feminino
478.032.951-50,25,177633,Masculino
769.503.481-93,27,206778,Feminino
532.180.796-59,43,190237,Masculino
470.395.216-52,35,342328,Masculino
452.638.091-15,28,412371,Masculino
786.392.415-46,34,480933,Masculino
043.892.756-74,32,182728,Masculino
748.201.953-79,33,176019,Masculino
396.057.428-29,29,147726,Masculino
139.820.576-12,34,258217,Masculino
173.982.056-86,27,175845,Masculino
524.078.691-76,34,137019,Masculino
793.605.482-00,40,127647,Masculino
639.541.827-00,28,426464,Masculino
917.654.238-64,33,480201,Feminino
954.386.027-00,28,108288,Masculino
027.839.541-41,34,462657,Masculino
136.095.724-34,44,350297,Masculino
037.564.198-00,35,498403,Masculino
795.146.820-76,32,102091,Masculino
287.059.134-97,28,451732,Masculino
239.576.084-65,25,329176,Masculino
910.256.873-02,40,151311,Feminino
917.804.536-39,36,275529,Masculino
587.310.962-12,30,314757,Masculino
729.164.805-01,39,248718,Masculino
637.540.829-65,41,346691,Feminino
123.789.604-50,25,80778,Masculino
261.830.975-86,35,380503,Masculino
781.904.625-20,27,306868,Masculino
978.301.425-05,25,299541,Masculino
710.469.385-84,33,430108,Masculino
049.827.563-92,34,335606,Masculino
392.601.547-07,41,271750,Masculino
348.951.706-75,41,480158,Masculino
904.123.678-31,37,243344,Masculino
182.753.496-64,49,222619,Masculino
473.908.612-31,32,376268,Feminino
956.834.071-84,47,388846,Masculino
298.567.304-65,31,372300,Masculino
142.589.607-30,49,251762,Masculino
976.210.854-01,29,259131,Masculino
740.835.961-39,40,169838,Masculino
460.273.891-50,41,235376,Masculino
683.549.072-10,55,465726,Masculino
043.176.259-70,33,177141,Masculino
029.835.416-06,29,248381,Feminino
042.571.963-43,35,423369,Feminino
637.290.548-56,42,450658,Masculino
514.308.697-39,50,234525,Masculino
430.879.216-96,36,174020,Masculino
512.867.039-21,25,93814,Masculino
167.294.305-16,28,496984,Masculino
791.520.346-07,29,241109,Masculino
439.682.570-65,25,481044,Masculino
705.961.432-06,30,444215,Masculino
829.150.376-12,44,151948,Masculino
647.130.582-62,36,144763,Masculino
158.372.694-28,55,437482,Masculino
945.638.720-83,27,110438,Masculino
187.934.260-03,33,194312,Feminino
062.913.548-70,34,144734,Masculino
023.567.149-52,48,417668,Feminino
162.398.705-95,30,409153,Masculino
962.804.571-76,43,262725,Masculino
643.521.098-51,26,154002,Masculino
124.653.870-90,35,456200,Feminino
458.236.917-00,35,120784,Masculino
974.263.581-19,37,326744,Masculino
926.048.573-83,49,449516,Masculino
510.862.943-51,48,281795,Masculino
832.561.074-35,30,427726,Masculino
758.123.940-32,31,406725,Feminino
278.905.416-94,30,144938,Feminino
895.637.214-46,37,219405,Masculino
458.317.296-64,33,451718,Masculino
615.087.294-76,26,372693,Masculino
456.039.278-10,26,312498,Masculino
645.192.873-91,33,357164,Masculino
826.540.371-26,36,451564,Masculino
947.216.083-22,36,128903,Masculino
901.635.842-06,40,448522,Masculino
306.541.897-57,34,423904,Masculino
092.147.685-01,50,91481,Feminino
726.518.903-59,30,176771,Masculino
785.613.094-66,34,324385,Masculino
183.204.957-41,27,296863,Feminino
043.829.715-60,27,382999,Masculino
396.452.701-70,33,448088,Masculino
082.917.345-50,36,369603,Masculino
325.970.681-02,30,83452,Masculino
649.875.230-00,29,205384,Masculino
531.209.764-07,36,117665,Masculino
062.985.437-83,35,345801,Masculino
495.016.378-75,43,276202,Masculino
140.293.756-34,27,368583,Masculino
596.312.047-07,33,313465,Masculino
238.579.416-00,48,181053,Masculino
293.865.014-06,43,435501,Masculino
639.572.041-43,34,454846,Masculino
198.702.364-13,41,493179,Masculino
608.492.175-20,33,89618,Masculino
507.439.182-23,28,391866,Masculino
157.208.639-40,44,419768,Masculino
582.094.176-49,41,195263,Masculino
861.734.925-55,39,407560,Masculino
527.416.308-44,26,462166,Masculino
405.283.967-65,54,441594,Feminino
457.382.901-60,46,319320,Feminino
251.436.897-91,28,149284,Feminino
387.640.925-00,26,123578,Masculino
218.079.653-68,33,88014,Masculino
094.216.538-15,54,330679,Masculino
648.503.927-92,27,210141,Feminino
673.912.584-82,35,430321,Masculino
819.274.630-50,31,303901,Masculino
804.629.375-00,28,283610,Masculino
163.704.982-03,43,303038,Masculino
769.314.805-10,35,469217,Masculino
438.752.109-05,28,432419,Feminino
391.046.875-66,47,405860,Masculino
451.237.086-26,46,444808,Masculino
063.295.174-52,34,153809,Masculino
804.729.631-04,30,407477,Masculino
651.830.742-08,35,270882,Masculino
576.849.320-47,26,227657,Masculino
417.682.530-80,42,405818,Masculino
689.543.120-98,37,106121,Masculino
295.304.617-80,35,93172,Masculino
985.147.620-01,30,417987,Masculino
723.860.954-10,30,94764,Feminino
580.619.243-15,37,90413,Feminino
856.790.143-00,51,366332,Masculino
967.854.013-48,26,181258,Masculino
358.240.796-92,36,326324,Masculino
319.028.465-24,34,253652,Masculino
309.812.654-05,34,89309,Masculino
397.210.648-31,34,187437,Masculino
205.968.714-49,34,174164,Masculino
382.156.709-03,51,254115,Masculino
846.073.915-57,34,277290,Masculino
768.195.204-76,27,338386,Masculino
297.803.456-47,34,236277,Feminino
685.201.374-07,42,491254,Feminino
851.476.930-84,31,214685,Masculino
312.708.549-41,39,179559,Masculino
471.650.293-70,41,144348,Masculino
053.672.198-02,34,85725,Masculino
825.067.134-17,31,473339,Masculino
025.631.478-08,26,362569,Masculino
683.510.947-57,34,237158,Masculino
950.178.634-00,47,315433,Feminino
379.041.285-60,26,141947,Feminino
183.750.694-93,35,172589,Masculino
926.508.413-89,41,436457,Masculino
937.621.480-31,30,304030,Masculino
230.456.198-51,39,443985,Feminino
970.263.584-56,50,232597,Masculino
460.917.823-04,35,115252,Masculino
196.238.457-82,33,264185,Feminino
512.643.078-53,33,291303,Masculino
539.701.684-57,34,179699,Masculino
057.629.834-47,26,302117,Masculino
860.195.347-66,37,240463,Masculino
041.658.739-93,37,434485,Masculino
614.253.907-06,47,375297,Feminino
063.275.914-34,26,470960,Masculino
463.785.921-28,37,166286,Masculino
975.038.416-48,45,470701,Masculino
192.648.375-82,51,245243,Masculino
892.653.170-86,33,121459,Masculino
649.217.035-07,28,297190,Masculino
364.175.209-43,30,235901,Feminino
582.461.037-17,29,422833,Masculino
549.871.630-39,40,119382,Masculino
106.738.942-31,35,343970,Masculino
419.507.632-34,41,380477,Masculino
640.827.931-78,32,356032,Feminino
350.176.842-71,34,374361,Feminino
675.124.930-61,32,111673,Masculino
541.938.027-79,40,470584,Masculino
293.408.157-50,34,112499,Masculino
432.708.691-69,34,129889,Feminino
185.079.246-11,47,444808,Masculino
789.635.240-00,42,388512,Feminino
092.637.451-61,35,348131,Masculino
254.603.718-80,29,373389,Masculino
342.571.968-82,28,358956,Masculino
530.496.128-51,30,314147,Masculino
347.621.950-06,33,221729,Feminino
439.127.860-03,30,134450,Feminino
316.705.942-70,37,184990,Masculino
937.604.512-25,33,479145,Masculino
563.298.047-29,37,431564,Masculino
869.127.045-49,35,478178,Masculino
013.429.765-25,37,280221,Masculino
179.602.853-30,29,293636,Masculino
176.958.024-76,30,268529,Masculino
356.084.217-44,40,429113,Masculino
132.489.607-87,39,270956,Feminino
325.190.867-77,27,315970,Feminino
063.912.748-78,33,482735,Masculino
832.015.674-26,31,141896,Masculino
791.260.453-70,41,354548,Masculino
681.275.903-12,30,192790,Masculino
962.534.170-61,25,95960,Masculino
479.562.380-56,32,320987,Masculino
106.289.374-31,43,117404,Masculino
479.253.608-10,40,314471,Masculino
270.659.138-21,47,491653,Masculino
258.639.140-33,30,394752,Feminino
635.942.708-74,39,452842,Feminino
548.692.173-09,26,396085,Masculino
360.528.419-15,30,147656,Masculino
051.496.728-58,28,272721,Masculino
217.940.563-43,29,337326,Masculino
728.539.416-55,40,256994,Masculino
763.804.129-13,28,101180,Masculino
534.089.176-39,42,231397,Masculino
328.567.019-30,37,467262,Masculino
609.534.712-25,36,233147,Masculino
730.829.541-97,36,233828,Feminino
947.856.120-02,47,228457,Masculino
295.761.438-37,32,152560,Masculino
627.384.910-22,30,317242,Feminino
642.731.580-35,25,205399,Masculino
680.139.527-03,29,482124,Feminino
318.695.742-73,26,439457,Masculino
382.901.546-15,27,289685,Feminino
791.632.845-37,31,191523,Masculino
508.217.694-30,33,119882,Masculino
981.654.370-20,42,403346,Masculino
843.296.105-15,28,146090,Masculino
890.612.435-05,28,334491,Feminino
870.123.569-95,37,329495,Masculino
930.168.725-95,48,86051,Masculino
157.094.236-61,30,314332,Masculino
758.134.602-17,35,220740,Masculino
513.086.974-57,36,284001,Masculino
480.326.179-22,35,176185,Masculino
157.098.342-97,35,194809,Masculino
253.107.846-08,34,385439,Feminino
149.730.685-00,34,262585,Masculino
687.915.034-93,30,196711,Masculino
805.214.639-98,35,296502,Masculino
082.916.745-58,41,132095,Feminino
974.658.130-93,31,154622,Masculino
079.352.846-10,26,253852,Feminino
219.857.063-77,42,215629,Feminino
819.762.035-03,31,213044,Masculino
468.027.195-76,27,371150,Feminino
092.671.538-03,41,352131,Feminino
084.213.597-97,33,115617,Masculino
536.812.470-80,37,260977,Masculino
627.315.948-37,33,257685,Masculino
645.901.732-80,34,485242,Feminino
592.078.361-30,26,83608,Feminino
943.106.275-52,35,228959,Masculino
738.615.429-19,27,391406,Masculino
073.125.968-86,34,409287,Masculino
527.814.396-73,31,80461,Feminino
923.850.674-47,31,414656,Masculino
697.503.812-03,37,240965,Masculino
254.689.317-37,48,243828,Masculino
063.527.198-21,32,398658,Masculino
097.421.635-61,36,417653,Masculino
430.629.175-80,53,336943,Masculino
275.894.613-00,39,399322,Masculino
837.540.961-84,27,304144,Feminino
836.271.950-86,29,382192,Masculino
510.964.387-39,41,375957,Feminino
502.834.179-60,36,406623,Feminino
950.132.674-80,35,253716,Masculino
149.650.827-02,55,499270,Masculino
964.817.320-69,33,96276,Masculino
724.016.853-08,41,236419,Feminino
572.840.913-04,35,101475,Feminino
082.415.769-94,33,464666,Masculino
456.938.102-24,29,343687,Masculino
478.362.501-80,42,224163,Feminino
948.167.302-22,35,455988,Masculino
329.518.046-60,48,324255,Feminino
134.628.095-98,36,400987,Masculino
486.391.270-69,43,106652,Feminino
496.570.231-06,35,156802,Feminino
564.937.021-43,49,465510,Masculino
058.912.367-02,35,118779,Feminino
143.097.258-05,50,340951,Masculino
835.961.042-89,42,359313,Masculino
895.243.016-60,48,485204,Masculino
395.410.827-50,31,275049,Masculino
032.845.196-70,28,383982,Masculino
465.792.380-38,27,242796,Masculino
953.740.821-32,52,461780,Masculino
763.541.208-62,26,123834,Masculino
963.704.581-39,39,403505,Masculino
168.439.057-57,36,127327,Feminino
650.874.139-00,37,272648,Masculino
142.907.568-67,26,366419,Masculino
205.378.649-38,33,300584,Feminino
045.913.862-60,35,320396,Masculino
509.128.367-68,49,228052,Feminino
602.154.738-17,40,322605,Masculino
741.259.386-28,31,370326,Feminino
347.892.605-00,25,493091,Masculino
369.271.840-31,52,150283,Feminino
849.021.765-30,44,474321,Feminino
485.107.293-79,43,411791,Masculino
108.437.596-66,27,417089,Masculino
876.912.305-59,26,91294,Masculino
946.381.507-48,40,495813,Masculino
287.301.456-35,35,389975,Masculino
049.681.253-05,40,203282,Feminino
604.789.213-22,40,156049,Masculino
741.038.526-07,33,293579,Masculino
724.136.059-16,37,111530,Masculino
587.329.046-65,29,247232,Masculino
547.320.691-34,37,160634,Masculino
530.867.491-48,47,256231,Masculino
720.549.183-50,47,376485,Masculino
420.835.967-65,41,239846,Masculino
937.084.652-29,37,410233,Feminino
723.956.810-59,54,142292,Masculino
039.754.126-07,30,262685,Masculino
596.320.148-98,30,325180,Masculino
354.278.019-79,27,338460,Masculino
674.201.593-43,34,186046,Feminino
698.725.431-19,36,485930,Feminino
087.415.936-93,39,251615,Feminino
178.604.253-35,49,115740,Masculino
742.380.519-04,45,93552,Masculino
597.263.480-56,55,433077,Masculino
764.158.029-76,50,211553,Masculino
253.981.067-59,34,365870,Masculino
056.798.142-85,53,493864,Masculino
974.603.851-66,32,153108,Masculino
053.496.187-84,28,235271,Feminino
037.254.168-26,36,437901,Masculino
324.807.156-71,36,220237,Masculino
458.730.926-56,40,110269,Masculino
502.487.163-44,40,151331,Feminino
984.615.032-60,35,428208,Feminino
847.192.653-91,39,348360,Masculino
960.328.475-00,47,93989,Feminino
256.197.843-55,44,152435,Masculino
967.320.485-38,42,190723,Masculino
621.904.853-98,35,312888,Masculino
068.537.249-92,29,497916,Masculino
905.346.281-33,37,401012,Masculino
328.156.709-68,55,246224,Masculino
704.863.519-39,29,494089,Masculino
276.409.831-69,39,105374,Masculino
359.648.720-00,41,431160,Masculino
026.591.834-06,45,479108,Feminino
412.956.730-61,33,435909,Masculino
061.453.987-01,30,276901,Masculino
280.763.954-29,35,238064,Masculino
852.160.794-67,48,88817,Masculino
826.145.703-62,36,147177,Masculino
159.067.824-94,37,82931,Masculino
415.803.726-35,35,470092,Masculino
937.102.546-80,43,438275,Masculino
134.780.596-66,50,189254,Feminino
314.278.695-37,40,358860,Masculino
823.074.916-78,25,470439,Masculino
586.170.293-40,26,499547,Feminino
397.601.482-69,36,173181,Masculino
359.184.672-46,42,464102,Masculino
309.126.475-07,35,217211,Feminino
921.460.357-06,29,414419,Feminino
981.725.063-68,32,195350,Masculino
752.038.146-35,31,133945,Masculino
354.910.867-20,26,120296,Masculino
632.780.451-90,35,154905,Feminino
635.279.418-19,51,462142,Feminino
018.573.469-39,33,410460,Masculino
126.578.309-86,36,362087,Masculino
708.139.542-23,41,254986,Masculino
521.839.064-05,48,168180,Masculino
368.091.475-00,41,198070,Feminino
